TrayCustomerID,CustomerNo,Destination,Address,Client,Sub,PhoneNumber,FAX,Remarks,FolderLink,UpdatedAt,UpdatedBy
366,KRP,ｸﾚﾎﾟ(株),〒569-0823　　大阪府高槻市芝生町１丁目57-1,KRP01　　1233,山本 様宛,072-677-7444,072-677-7446,,,,
367,KRS,(株)黒澤精機製作所,〒316-0004　　茨城県日立市東多賀町5-13-22　　,KRS01　　1165,髙野 様宛,0294-33-1853,0294-35-2440,,,,
368,KRS2,キリシマ精工(株),〒899-4303　　鹿児島県霧島市国分川原918-7,KRS02　　1307,長山 様宛,0995-73-4311,0995-73-4313,,,,
369,KSD,木下電子工業(株),〒617-0843　　京都府長岡京市友岡3丁目10番15号,KSD01　　977,購買部　　東本,075-951-1111,075-952-0400,,,,
370,KSE,川崎エコー（株）,東京都調布市富士見町2-1-2,KSE01,原田,0424-86-0323,0424-86-0324,,,,
371,KSE2,(株)川崎ｴﾝｼﾞﾆｱﾘﾝｸﾞ,〒799-2651　　愛媛県松山市堀江町2077番地7,KSE02　　1305,遠山様宛,089-978-4564,,,,,
372,KSG,柏原計器工業(株),〒582-0001　　大阪府柏原市本郷5丁目3番28号,KSG02　1182,川本 様宛,072-973-0601,072-973-0610,,,,
373,KSH,九州包装機材工業（株）,福岡県大野城市白木原4-13-43,OGR01,*,092-581-4464,,,,,
374,KSI2,(株)カサイ電子,〒930-0916　　富山県富山市向新庄町3-1-43,KSI02  1142,田村 工場長様宛,076-451-2298,076-451-3823,,,,
375,KSI3,(株)河西精機製作所,〒399-4601　　長野県上伊那郡箕輪町中箕輪4218,KSI03　　1376,久津川 様宛,0265-96-0090,0565-96-0818,,,,
376,KSI4,(株)カサイ,〒101-0043　　東京都千代田区神田富山町１４番地,KSI04　　1381,河西 様宛,03-3256-9045,03-3256-9047,,,,
377,KSM2,鹿島エレクトロニクス(株)　本社工場,〒370-3603　　群馬県北群馬郡吉岡町陣場203,KSM02　　1373,B棟3F 技術開発部 開発課　　鈴木 様宛,0279-54-5842,0279-54-8260,,,,
378,KSN,（株）キシノ,東京都八王子市小角町53,OGR01,*,0426-25-3333,,,,,
379,KSP1,（株）小林スプリング製作所　　本社　小井戸,〒171-0052　　東京都豊島区南長崎6-9-6,KBY01,*,03-3953-2181,03-3952-9958,,,,
380,KSP2,（株）小林スプリング製作所　小諸工場　受入,〒384-0048　　長野県小諸市大字滋野甲3942-1,KBY01,*,0267-22-1599,0267-23-7101,,,,
381,KSP3,（株）小林スプリング製作所　三芳工場　受入,〒354-0045　　埼玉県入間郡三芳町上富430-5,KBY01,*,049-257-0722,049-257-0725,,,,
382,KSS1,KSS粕川　　阿部,*,日清化成（NSK02),*,*,,,,,
383,KSS2,KSS粕川生産センター　　　,*,TMK02,車　広行,027-285-4345,,,,,
384,KSS3,関東三洋セミコンダクター,群馬県前橋市粕川町深津1820-1,TMK02,*,027-285-4345,,,,,
385,KSS4,(株)川島製作所　安達太良工場,〒969-1302　　福島県安達郡大玉村玉井字畑田37-31,KSS02　　1180,木村 仁 様宛,0243-68-2200,0243-68-2555,,,,
386,KTB,（株）寿製作所,福島県伊達郡霊山町上小国字杉の内47-4,KTB03,籏野,024-588-1006,024-571-5711,,,,
387,KTC,京都機械工具株式会社,京都府久世郡久御山町佐山新開地128,-,ﾊｲﾃｯｸ事業本部 成形組付G,0774-46-3720,0774-46-3738,,,,
388,KTE,(株)カテックスエンジニアリング,〒496-8003　　愛知県愛西市千引町北浦13番地,KTE01　　1203,猪子 様宛,0567-28-2311,0567-28-2319,,,,
389,KTG,（有） 片桐工業所,大阪府守口市南寺方東通2-1-5,日三化成NSK03,*,06-6993-5227,,,,,
390,KTK2,(株)Ｋﾃｯｸ,〒018-4211　　秋田県北秋田市川井字横呑沢5番地132,KTK02　　1183,中摩 様宛,0186-78-5228,0186-78-5229,,,,
391,KTS,(有)カトウ商工,〒581-0814　　大阪府八尾市楠根町2丁目20-14,KTS01　　1211,加藤 様宛,072-992-6114,072-992-7100,,,,
392,KTU,カトウスプリング（株）,新潟県柏崎市大字藤井西沖1355-2,FDK01,*,0257-21-3047,,,,,
393,KTU,（株）加藤電器製作所,山梨県南都留群富士河口湖町船津6106,SMK（株）FC設計 名倉,DU事業部　技術開発ｾﾝﾀｰ　萱沼,0555-72-6672,,,,,
394,KTU2,カトウスプリング（株）,新潟県柏崎市大字藤井西沖1355-2,KTU01,購買　近藤,0257-21-3012,0257-21-3022,,,,
395,KTU3,カトウスプリング（株）,新潟県柏崎市大字藤井西沖1355-2,KTU01,品田,0257-21-3012,0257-21-3022,,,,
396,KTY,片山鋲螺工業(株),〒343-0011　　埼玉県越谷市増林3640,KTY01　　1367,千葉 様宛,048-965-3744,048-965-3775,,,,
397,KUW,(株)光和化成製作所,川崎市宮前区野川131,KUW01,中里,751-6261,751-6260,,,,
398,KVK,(株)KVK　富加工場,〒501-33004　　岐阜県加茂郡富加町高畑字稲荷641,KVK01,富加継手課(組立)　　高橋　様宛,0574-55-1125,0574-55-1126,,,,
399,KWB,河辺プラスチック,*,RYK01,*,*,,,,,
400,KWD,（有）協和電子,*,光和精工（株）KOW01,*,*,,,,,
401,KWD1,協和電材(株),〒144-0045　　東京都大田区南六郷3-16-16,KWD01　　1139,佐々木 様宛,03-3734-3521,03-3735-1990,,,,
402,KWG,（株）川口義治商店,鳥取県鳥取市徳尾433-1,KWG01,*,0857-28-3870,0857-28-6108,,,,
403,KWI,（株）カワイ,川崎市高津区宇奈根784,KWI01,*,833-1140,833-1143,,,,
404,KWN,桑名ｴﾝﾁﾞﾆｱﾘﾝｸﾞ ﾌﾟﾗｽﾁｯｸ (株),〒511-0867　　三重県桑名市陽だまりの丘5丁目101番地,KWN01　1097,草薙 様宛,050-3772-1033,0594-33-2233,,,,
405,KWS,川崎エコー（株）,調布市富士見町2-1-2,KSE01,*,0424-86-0323,0424-86-0324,,,,
406,KYD,(株)高陽電商,〒104-0043　　東京都中央区湊2-16-26-103,KYD01　　1080,深河 様宛,03-6303-3322,03-6303-3321,,,,
407,KYO,協伸工業（株）　川越工場,*,DIC01 　大一,島田,049-222-9355,049-222-9310,,,,
408,KYK2,光洋金属工業(株),〒807-0813　　福岡県北九州市八幡西区夕原町5-4,KYK02　　1146,森定 様宛,093-641-6555,,,,,
409,KYO1,協伸工業（株）　宇都宮工場,栃木県宇都宮市白沢町1825-21,DIC01 　大一,*,028-673-6591,,,,,
410,KYO2,協伸工業（株）　川越工場,*,DIC01 　大一,技術部　北嶋,049-222-9355,049-222-9310,,,,
411,KYO3,協伸工業（株）　川越工場,*,SPD01  ｽﾋﾟｰﾄﾞｼﾞｬﾊﾟﾝ,疋田,049-222-9355,049-222-9310,,,,
412,KYO4,協伸工業（株）　宇都宮工場,栃木県宇都宮市白沢町1825-21,SPD01  ｽﾋﾟｰﾄﾞｼﾞｬﾊﾟﾝ,地神課長,028-673-6591,,,,,
413,KYR2,(有)協立化成,〒339-0073　　埼玉県さいたま市岩槻区上野5-2-2,KYR02　　1014,野崎 様宛,048-794-1300,048-794-7884,,,,
414,KYR3,協立機械(株)　菊川営業所,〒439-0031　　静岡県菊川市加茂5275,KYR03　　1449,栗田 様宛,0537-37-2500,0537-37-2506,,,,
415,KYS1,㈲ケーワイ商会,京都府八幡市川口堀ノ内154番地,KYS01 ｹｰﾜｲ商会,,075-981-3181,075-981-3184,,,,
416,KYW0,共和発条,*,KNY01  クニヨシ（株）片平,*,*,,,,,
417,KYW,共和発条（株）　茨城工場,*,HKS01　ホクソウ,*,*,,,,,
418,KYW1,協和紙工業（株）,横浜市都筑区池部町4453,KYW01,*,045-937-0883,,,,,
419,KZK,(有)ｶｽﾞ･ｸﾗﾌﾄ,〒205-0021　　東京都羽村市川崎1-4-3,KZK01　　1032,藤田 様宛,042-570-0327,042-570-0328,,,,
420,LAD,(株)L&Aﾃﾞﾊﾞｲｽ,〒377-0008　　群馬県渋川市渋川1192-1　上毛ﾋﾞﾙⅠ 4F,LAD01　　1206,品質保証課　　荒木 様宛,0279-25-7980,0279-22-3121,,,,
421,LAE,ロイアルエンジニアリング(株),〒270-1143　　千葉県我孫子市天王台3丁目3-5,LAE01　　1327,中村 様宛,04-7183-6100,04-7183-4415,,,,
422,LEC,レック(株),〒103-0007　東京都中央区日本橋浜町3-15-1,LEC01,新素材開発室　　北村 様宛,03-5847-0610,03-5847-1614,,,,
423,LGA,(株)ロジカルアイ,〒513-0836　　三重県鈴鹿市国府町7678番地7,LGA01　　1289,村山 様宛,059-378-5705,059-370-8855,,,,
424,LIN,(株)リンクライン,〒861-1312　　熊本県菊池市森北1812-26,LIN01　　1422,笹本 様,0968-36-9280,0968-36-9290,,,,
425,LMD,(株)ラムダ,〒338-0005　　埼玉県さいたま市中央区桜丘2-10-16,LMD01　㈱ラムダ,小澤 様宛,048-851-6446,048-859-0807,,,,
426,LNK,(株)リンクス,東京都町田市小野路町2234-140,LNK01,甲斐谷 様宛,042-735-2243,042-735-2243,,,,
427,LPL,(株)ラプラス,〒989-6143　　宮城県大崎市中里6-4-56,LPL01　　974,古川営業所　　大島 様宛,0229-23-5771,0229-24-1389,,,,
428,LPS,(株)ラピス精器,〒452-0011　　愛知県清須市西枇杷島町城並2-5-9,LPS01　　936  ㈱ラピス精器,猪飼 様,052-503-0272,052-503-0447,,,,
429,LSP,(株)日本ＬＳＰﾎｰﾙﾃﾞｨﾝｸﾞｽ,〒326-0143　　栃木県足利市葉鹿町1181-2,LSP01　　1309,及川 様宛,0284-22-4717,0284-22-4718,,,,
430,MAT2,(株)エムエイティ,〒158-0096　　東京都世田谷区玉川台2丁目11-4 吉田ビル3F,MAT02　　1337,郷田 様宛,03-3707-4768,03-3707-3589,,,,
431,MBC,（株）エム・ビー・シー,*,MBC01,尾下,*,,,,,
432,MBK,松原金属工業（株）,埼玉県草加市八幡町40,MBK01,*****,048-931-9451,,,,,
433,MBM,三菱マテリアル（株）セラミック工場,埼玉県秩父郡横瀬町大字横瀬2270,MTB01,田原,0494-24-4241,0494-23-5271,,,,
434,MBM1,三菱マテリアル（株）セラミックス工場,埼玉県秩父郡横瀬町大字横瀬2270,MTB01,電子ﾃﾞﾊﾞｲｽ開発ｾﾝﾀｰ　飯田,0494-24-4249,0494-22-6631,,,,
435,MBS,三菱製鋼（株）,千葉県市川市塩浜3-15,MBS01,精密部品事業部　三井,047-306-0330,047-306-0261,,,,
436,MBS1,三菱製鋼（株）,千葉県市川市塩浜3-15,MBS01,古賀,047-306-0330,047-306-0261,,,,
437,MBS2,三菱製鋼（株）,千葉県市川市塩浜3-15,MBS01,開発部　望月,047-306-0330,047-306-0261,,,,
438,MBS3,三菱製鋼（株）　精密部品事業部,千葉県市川市塩浜3-15,MBS01,技術部　開発ｸﾞﾙｰﾌﾟ　西澤 克仁　,047-306-0330,047-306-0261,,,,
439,MBS4,三菱製鋼（株）　精密部品事業部,千葉県市原市八幡海岸通1番6,MBS01,精密部品事業部　間 様宛,0136-40-1180,,,,,
440,MBT,三菱電機ﾄﾚｰﾃﾞｨﾝｸﾞ(株),〒100-0005　　東京都千代田区丸の内2-1-1明治生命館3階,MBT01　　1126,第一事業部 事業開発部　吉田 様宛,03-5220-7308,03-5220-7313,,,,
441,MCM,ｴﾑｺﾏｰｽ(株),〒221-0835　　横浜市神奈川区鶴屋町3-35-10ﾘｰｳﾞ横浜西口ﾋﾞﾙ7F,MCM01　　1010,吉野 様宛,045-477-5010,045-477-5020,,,,
442,MCR2,(株)ﾐｸﾛﾝﾌﾟﾗｽﾁｯｸｽ,〒731-0113　　広島県広島市安佐南区西原4丁目40-40,MCR02　　970,島田 雅之 様宛,082-874-9728,,,,,
443,MDE,㈱M･Ｄ・エンジニアリング,岩手県八幡平市田頭21-53-21,MDE01,金井,0195-75-0772,0195-75-1687,,,,
444,MDR,(株)モデラート工房,〒242-0008　　神奈川県大和市中央林間西3-9-10,MDR01　　1458,佐川 様,046-278-3711,046-278-3712,,,,
445,MDY,増田薬品(株),〒760-0020　　香川県高松市錦町1丁目13-21,MDY01　　1322,亥川 様宛,087-851-0631,087-822-5209,,,,
446,MEC1,三晶MEC㈱　有金工場,*,TYM01,*,176-475-6611,,,,,
447,MEC2,三晶MEC㈱　本江工場,*,TYM01,プレス加工課　古塚,076-474-0111,,,,,
448,MED,前田工繊（株）,福井県坂井郡春江町沖布目38-3,TMK01,ﾃｰﾌﾟﾃｯｸMC  野尻,0776-51-6954,,,,,
449,MEI,(株)メイソル,〒231-0023　　神奈川県横浜市中区山下町74-1　大和地所ﾋﾞﾙ1005,MEI01　　1361,大澤 様宛,045-222-0190,045-2220199,,,,
450,MEK,(株)ﾏｴｷ　　伊勢崎営業所,〒372-0827　　群馬県伊勢崎市八斗島町1615-1,MEK01　　1240,小幡 様宛,0270-32-8833,0270-32-8822,,,,
451,MEP,(株)ﾓﾄｴﾌﾟﾛﾀﾞｸﾂ,〒114-0003　　東京都北区豊島8-28-7,MEP01　　1313,本江 様宛,03-5959-0776,03-5959-0778,,,,
452,MFS,（有）丸藤紙器工業所,*,MFS01,*,03-3721-7155,,,,,
453,MGM,(有) 恵電機製作所,横浜市都筑区大丸17-1,INF01,平川,045-941-5131,,,,,
454,MHJ,森発條（株）,東京都墨田区文化1-1-17,MHJ01,営業課　渡辺,03-3612-0166,03-3610-1474,,,,
455,MIC,(株)エム･アイ・シー　　四国事業所,〒790-0033　　愛媛県松山市北藤原町1-23,MIC01　　1348,大山 様,089-931-1275,189-931-1278,,,,
456,MID,(有)ミッド,〒955-0036　　新潟県三条市篭場5-10,MID01　　1420,荻根沢 様宛,0256-38-2688,0256-38-2689,,,,
457,MIK2,(株)丸石工業所,〒501-3205　　岐阜県関市志津野2580番地,MIK02　　1004,石垣 様宛,0575-29-0321,0575-29-0323,,,,
458,MIO,（株）明王化成,東京都大田区仲池上1-21-23,AMP 勝俣,製造部　統括課長　菅原,03-3755-4711,,,,,
459,MIO1,（株）明王化成,東京都大田区仲池上1-21-23,AMP 勝俣  A伝,営業部長　中須,03-3755-4711,03-3755-4644,,,,
460,MIO2,（株）明王化成,東京都大田区仲池上1-21-23,AMP 本間 B伝,中須,03-3755-4711,,,,,
461,MIO3,（株）明王化成　東北工場,宮城県遠田郡田尻町小塩字五代江東108,MIO01,大衡,0229-39-1231,0229-39-1804,,,,
462,MIO4,（株）明王化成　東北工場,宮城県遠田郡田尻町小塩字五代江東108,AMP 松田 A伝,大衡,0229-39-1231,0229-39-1804,,,,
463,MIO5,（株）明王化成　東北第2工場,宮城県大崎市田尻大嶺字薬師53-6,MIO01,大衡,0229-39-1231,0229-39-1804,,,,
464,MIR,（株）MIR宮崎工場,宮崎県西諸県郡高原町広原4333-2,AMP 指田　A伝,八重尾,0984-42-3671,,,,,
465,MIR2,（株）MIR宮崎工場,宮崎県西諸県郡高原町広原4333-2,KHS01,盛永,0984-42-3689,0984-42-0078,,,,
466,MIR3,（株）MIR宮崎工場,宮崎県西諸県郡高原町広原4333-2,AMP 本間 B伝,*,0984-42-3689,0984-42-0078,,,,
467,MIS,(株)ミスミ,〒135-0016　　東京都江東区東陽4-1-13　東陽ｾﾝﾄﾗﾙﾋﾞﾙ5F,MIS01　　1064,ｴﾚｸﾄﾛﾆｸｽ事業部 電機電装事業ﾁｰﾑ　　荒井 様宛,03-3647-7715,03-3647-7416,,,,
468,MIS2,(株)ｴﾑ・ｱｲ・ｴｽ,〒230-0073　　神奈川県横浜市獅子ヶ谷2-34-55-201,MIS02　　1125,篠原 様宛,045-580-5061,045-584-5361,,,,
469,MIY,(株)名優,〒276-0042　　千葉県八千代市ゆりのき台3-9-2,MIY01　　1297　,山根 様宛,047-480-6161,047-480-6162,,,,
470,MKH,(株)みやこひも,〒130-0004　　東京都墨田区本所4-29-20,MKH01　　1171,丸茂 様,03-3624-1384,03-3624-1762,,,,
471,MKK2,(株)松見科学計測,〒101-0032　　東京都千代田区岩本町2-7-11　松見本社ビル3F,MKK02　　1354,松浦　様,03-3866-9111,03-3866-9116,,,,
472,MKM,（株）ミコマ技研,長野県駒ヶ根市下平874-12,*,小池社長,0265-82-3011,0265-82-3292,,,,
473,MKM1,（株）ミコマ技研,長野県駒ヶ根市下平874-12,MKM01,近藤,0265-82-3011,0265-82-3292,,,,
474,MKN3,(株)ミクニエーム,〒028-4132　　岩手県盛岡市玉山区渋民字岩鼻20-54,MKN03　944,澤屋敷 様宛,019-683-2500,019-683-2516,,,,
475,MKN4,(株)ミク二工業所,〒259-0112　　神奈川県中郡大磯町国府新宿169-3,MKN04　　992,佐藤 様宛,0463-70-1414,0463-70-1415,,,,
476,MKN,(株)ミクニ工業所　　山梨工場,〒406-2197　　山梨県笛吹市境川町大坪1155,MKN04　　992,営業部　栩内 様宛,055-266-2179,055-266-2197,,,,
477,MKP,(有) 真木プラスチック工業所,横浜市都筑区池辺町3303,MKP01,*,045-934-6818,,,,,
478,MKS,(株)ムラコシ精工,〒406-0802　　山梨県笛吹市御坂町金川原字大原1222-1,MKS01　　1456,青木 様宛,055-261-1807,,,,,
479,MMD,ミツミ電機(株)　,〒243-8533　　神奈川県厚木市酒井1601,MMD01  802　取引先ｺｰﾄﾞ：23835,加工技術部　　野稲 様宛,046-230-4021,,,,,
480,MMS,(株)松本製作所　　本社,〒566-0042　　大阪府摂津市東別府5-1-40,MMS01　1134,事業本部　　土田 様宛,06-4862-8883,06-4862-8884,,,,
481,MNB,(株)松永文商店,〒525-0028　　滋賀県草津市上笠4丁目32-7,MNB01　　988,福家 様,077-564-9530,077-564-9532,,,,
482,MND,(有)マインドホープ,〒976-0014　　福島県相馬市北飯渕2-8-7,MND01　　348,佐々木 様宛,0244-36-4092,0244-35-4715,,,,
483,MNM,(株)ミニモ,〒205-0023　　東京都羽村市神明台4-4-3,MNM01　　973,五十嵐 治 様宛,042-554-5630,042-555-6331,,,,
484,MNS,(株)湊製作所,〒254-0013　　神奈川県平塚市田村2-1-9,MNS01　　1408,田島 潤一 様宛,0463-55-2091,,,,,
485,MNT,ミナト精工,茨城県鹿島郡旭村子生22-1,SMK01  金澤,佐藤,0291-37-3822,,,,,
486,MNT2,(株)モナテック,〒421-0414　　静岡県牧牧之原市勝俣1607-1,MNT02　969,今村 様,0548-22-0673,0548-22-9673,,,,
487,MOE,（株）MOEX,山梨県大月市賑岡町畑倉　1256,光和精工（株）KOW01,*,0554-23-3511,,,,,
488,OKJ,(株)OKIｼﾞｪｲネットサプライ,〒135-0042　　東京都江東区木場2-7-23　第一びる1F,OKJ01　　1330,統括部　　村越　様宛,03-5621-1712,03-5621-1735,,,,
489,MOL1,日本モレックス（株）　静岡工場　組立,*,NPC01,*,*,,,,,
490,MOL2,日本モレックス（株）　内,静岡県榛原郡吉田町住吉1351-2,NPC01,（株）ジャコム,0548-32-8280,,,,,
491,MOL3,日本モレックス（株）　栃木工場　組立　斎藤,栃木県塩谷郡塩谷町田所　1601-9,NPC01,*,0287-45-1400,,,,,
492,MOL4,日本モレックス（株）　北部物流　,栃木県宇都宮市宝木本町2-93-1,NPC01,吉田,028-665-5588,,,,,
493,MOR2,(有)モルテック,〒224-0026　　神奈川県横浜市都筑区南山田町4178-3,MOR02　　1171,成形工場　　永友 様宛,045-591-9318,045-591-2884,,,,
494,MRD,(有)丸大商会,東京都大田区西蒲田7-60-4,MRD01,上林 課長様宛,03-3736-8956,,,,,
495,MRD2,ミクロン電気(株)　　静岡工場,〒437-1416　　静岡県掛川市三俣808番地,MRD02　　1089,製造課　　青木 様宛,0537-72-2251,0537-72-5533,,,,
496,MRK,村上シンク,群馬県冨岡市宇田250-33,MRK03　　958,村上 様宛,0274-67-5745,0274-67-5746,,,,
497,MRM3,丸み興商(株),〒440-0083　　愛知県豊橋市下地町若宮77番地,MRM03　　1118,イムラン事業部　　田中 近 様宛,0532-53-7311,0532-53-7318,,,,
498,MRS,ﾏﾙｻﾝﾈｰﾑ,横浜市鶴見区駒岡5-15-18,MRS01,*,045-573-4120,045-585-2322,,,,
499,MRS2,(株)森島製作所,〒434-0003　　静岡県浜松市浜北区新原4388-1,MRS02　　1268,河路 様宛,053-586-4143,053-587-2404,,,,
500,MRT,村田工業（株）藤枝工場,静岡県藤枝市仮宿　1627-1,MRT02,*,054-645-3268,,,,,
501,MRT2,村田工業（株）藤枝工場,静岡県藤枝市仮宿　1627-1,AMP 逢澤 A伝,野崎,054-645-3268,,,,,
502,MRT3,村田工業（株）藤枝工場,静岡県藤枝市仮宿　1627-1,AMP 原田 A伝,小林,054-645-3268,,,,,
503,MRT4,村田工業（株）,静岡県静岡市駿河区豊原町5-7,AMP 原田 A伝,野崎,054-286-3268,,,,,
504,MRT5,村田工業（株）,静岡県静岡市駿河区豊原町5-7,AMP 原田 A伝,小林,054-286-3268,,,,,
505,MRW,(株)ＭＡＲＵＷＡ　　春日山工場,〒943-0807　　新潟県上越市春日山町３丁目2番6号,MRW01　　1299,,025-523-8231,025-523-7183,,,,
506,MSD,（株）エム・エス・ディー,新潟県長岡市新産2-8-6,AMP 平井  A伝,石坂,0258-21-4800,,,,,
507,MSZ2,(株)美鈴製作所,〒211-0052　　神奈川県川崎市中原区等々力5-5,MZT02　　1427,鈴木 様宛,044-722-8021,,,,,
508,MTB,松葉倉庫（株）,静岡県藤枝市下当間645,AMP,池野,0546-43-1411,,,,,
509,MTC,エム･ティ･コア株式会社,栃木県下都賀郡都賀町平川167-1,MBC01,増渕社長,0282-28-0203,,,,,
510,MTC1,エム･ティ･コア株式会社,栃木県下都賀郡都賀町平川167-1,MBC01,遠藤,0282-28-0203,,,,,
511,MTC01,(株)Ｍ－ＴＥＣ,〒351-8586　　埼玉県朝霞市膝折町2-15-11,MTC01　　1452,管理部 資材課　　小野 様宛,048-462-3125,048-462-3110,,,,
512,MTD2,松田産業㈱,奈良県香芝市五位堂6丁目223番地,MTD02,高橋,0745-77-7521,0745-78-0283,,,,
513,MTD3,三田電波 ㈱,東京都練馬区大泉学園町7-17-20,MTD03,前田,03-3925-1653,03-3921-2915,,,,
514,MTO2,(株)松尾製作所,〒474-0001　　愛知県大府市北崎井田27番地1,MTO02　1024,調達・物流課　齋藤様宛,0562-47-5242,0562-47-5211,,,,
515,MTE,又永化工(株),〒578-0976　　大阪府東大阪市西鴻池町3-1-38,MTE01　938,藤田 様,06-6745-0031,06-6745-0035,,,,
516,MTK,三鷹精工（株）,佐賀県三養基郡上峰町大字堤1938,AMP 平井　A伝,坂本,0952-55-8510,0952-55-8511,,,,
517,MTK1,三鷹精工（株）　佐賀事業部,佐賀県三養基郡上峰町大字堤1938,AMP 平井　A伝,曽川部長,0952-55-8510,0952-55-8511,,,,
518,MTN,松永精密工業㈱,川崎市幸区小倉5-20-8,MTN01   797,,044-588-0821,044-588-0820,,,,
519,MTR,(株)メトロール,〒190-0011　　東京都立川市高松町１丁目１００番地１４号棟,MTR01　　1226,購買Gr.　　秋葉 様宛,042-527-3278,042-528-1445,,,,
520,MTS,松下電器産業(株)  照明社　LED事業化推進ｸﾞﾙｰﾌﾟ,大阪府高槻市幸町1-1,YSM01 山下ﾏﾃﾘｱﾙ　柴田,商品開発ﾁｰﾑ 主任技師 上野 康晴,072-682-7094,072-682-7566,,,,
521,MTS2,(株)ｴﾑ･ﾃｨ･ｴｽ　茂原営業所,〒297-0016　　千葉県茂原市木崎323-1,MTS02　　1154,吉野 様宛,0475-22-0555,0475-22-5800,,,,
522,MTW,ミツワ電機工業(株),川崎市川崎区塩浜4-6-13,SON01  松南ｸﾗﾌﾄ,阿部社長,044-277-8421,,,,,
523,MWF,(株)三ツワフロンテック,〒530-0041　　大阪府大阪市北区天神橋3-6-24,MWF01　　1287,筒井 様宛,06-6357-9677,06-6351-9699,,,,
524,MYK1,（株）ミヤカワ　　　,〒104-0044　　東京都中央区明石町6-4　ﾆﾁﾚｲ明石町ビル8F,MYK01,武田 様宛,03-3543-8491,,,,,
525,MYK2,（株）ミヤカワ　　　,*,MYK01,山崎,03-3543-8494,,,,,
526,MYK3,守山工業(株),〒463-0003　　愛知県名古屋市守山区下志段味熊田442,MYK02　　1320,生産・技術部　　浅井 様宛,052-739-3511,052-739-3513,,,,
527,MYN,(株)宮成製作所,〒300-2337　　茨城県つくばみらい市谷井田2221-12,MYN01　　1404,小熊 様宛,0297-38-7236,0297-58-4914,,,,
528,MYS,(株)MIYOSHI,〒354-0045　　埼玉県入間郡三芳町上富1916-10,MYS02,谷本 様宛,049-274-6776,049-274-6779,,,,
529,MYT,(株)ミヤタコーポレーション,〒451-8577　　愛知県名古屋市西区那古野2-18-4,MYT01　　1442,業務推進室　　服部 様,052-563-3312,052-551-2113,,,,
530,MZS,(株)ミズサワセミコンダクタ,〒023-0002　　岩手県奥州市水沢区水沢工業団地2-37,MZS01　　1398,生産部資材グループ　　村上様宛,0197-25-5641,0197-25-8291,,,,
531,MZT,(株)水谷製作所,大阪府東大阪市御厨東1-5-43,MZT01,本社,06-6782-4245,06-6782-4247,,,,
532,NAC,(有)ナック技研 　　群馬開発室,〒379-2304　　群馬県太田市大原町384-21,NAC01　　1345,根岸 様,0277-46-6057,0277-46-6578,,,,
533,NBK,東亜真空工業（株）　平野工場,大阪市平野区平野北1-8-60,南部化成（株）　中川NBK01,　　　　辻,06-6795-2856,,,,,
534,NBR,(株)ノボル電機製作所,〒576-0051　　大阪府交野市倉治3丁目5-10,NBR01　　1264,高橋 様宛,072-891-4602,,,,,
535,NCR,日本セラミック(株)　　八東研究所 開発事業部,鳥取県八頭郡八頭町安井宿1333-1,NCR01 日本ｾﾗﾐｯｸ,,0857-53-3865,,,,,
536,NDC,(株)ﾅﾃﾞｨｯｸ,〒382-0074　　長野県須坂市春木町1030-1,NDC01　　1256,小林 様宛,026-246-0307,026-246-3100,,,,
537,NDK2,日本電子工業(株)　　相模原工場,〒252-0212　　神奈川県相模原市中央区宮下3-10-14,NDK02　　1195,品質保証課兼生産技術課　　池永 様宛,042-774-1233,042-773-1674,,,,
538,NDS,日本電産ｻﾝｷｮｰ(株),〒393-8511　　長野県諏訪郡下諏訪町5329,NDS01　　1291,長野開発技術研究所　研究業務Gr.　桜井 様宛,0266-27-3701,0266-27-3403,,,,
539,NEC,NECﾛｼﾞｽﾃｨｸｽ,"川崎市中原区下沼部1753 NEC玉川事業所内＃33玉川ﾃﾞﾊﾞｲｽ支店 長谷川主任止め 
NECL第三ｿﾘｭｰｼｮﾝ事業部 包装技術Gr. 実験室",NEC01,大平,044-733-4295,044-733-4281,,,,
540,NFC,エヌ・エフ・シー(株),福島県福島市御山字田中55-3,SPD01  ｽﾋﾟｰﾄﾞｼﾞｬﾊﾟﾝ,ES事業部 作田,024-536-2233,,,,,
541,NFK,（株）エヌエフ回路設計ブロック,山口県山口市大字野上西堀山1568-3,OGR01,*,082-921-0999,,,,,
542,NGC,(株)野口製作所,〒300-1153　　茨城県稲敷郡阿見町実穀1281-7,NGC01　　1164,常務取締役　　小松崎 様宛,029-842-7197,029-842-2036,,,,
543,NGK,NGKセラミックデバイス(株),〒485-0825　　愛知県小牧市下末字五反田434-3,NGK01　　1272,生産支援課　　平尾 様,0568-74-1863,0568-74-1857,,,,
544,NGS,内外産業㈱,川崎市高津区向ヶ丘170,NGS01,宮田,044-888-8351,,,,,
545,NGT,新潟精密(株),〒943-0222　　新潟県上越市三和区下中3335-2,NGT01　1027,技術部　　中村 様宛,025-532-4183,025-532-4184,,,,
546,NHC,日本コネクト工業(株),〒158-0082　　東京都世田谷区等々力1-33-14,NHC01　　962,竹縄 様宛,03-5706-4360,,,,,
547,NHD,日本電計(株),〒243-0013　　神奈川県厚木市泉町8-18,NHD01　　1421,木村 様宛,046-228-1115,046-228-8527,,,,
